
Generated at: 2025/09/02 22:22:18
mirDIP version: 5.3.0.2.
Database version: 5.2.3.1



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p
Minimum Score   - Medium


Results (4872) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
SPATA6	Q9NWH7		hsa-miR-126-5p	0.513404829140111	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
DYNLT3	P51808		hsa-miR-126-5p	0.512989389953681	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
NFIA	Q12857		hsa-miR-126-5p	0.510297118367461	8	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2
AZIN1	O14977		hsa-miR-126-5p	0.510005283306777	8	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT
MAPK10	P53779		hsa-miR-126-5p	0.508990305964278	7	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
PNN	Q9H307		hsa-miR-126-5p	0.508844337781051	10	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
MSRB3	Q8IXL7		hsa-miR-126-5p	0.508765518897468	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
GINS1	Q14691		hsa-miR-126-5p	0.508548957941328	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
KRAS	P01116		hsa-miR-126-5p	0.508339047569286	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
TRIP6	Q15654		hsa-miR-126-5p	0.508160183331453	9	High	MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|PACCMIT|RNA22
MFAP4	P55083		hsa-miR-126-5p	0.507880335957911	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2
FSD1L	Q9BXM9		hsa-miR-126-5p	0.507784043670972	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag|PACCMIT
HOXB5	P09067		hsa-miR-126-5p	0.507487251226797	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag|PACCMIT
DMRT2	Q9Y5R5		hsa-miR-126-5p	0.506927100321963	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT
RUNX1T1	Q06455		hsa-miR-126-5p	0.506811995017032	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
PHF14	O94880		hsa-miR-126-5p	0.506261978813432	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
POU2F1	P14859		hsa-miR-126-5p	0.506220824765616	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
ZNF354C	Q86Y25		hsa-miR-126-5p	0.506218980597339	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag|PACCMIT|RNA22
COLEC12	Q5KU26		hsa-miR-126-5p	0.506168437542124	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag|PACCMIT|RNA22
PIP4K2A	P48426		hsa-miR-126-5p	0.505567438021087	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
ZIC4	Q8N9L1		hsa-miR-126-5p	0.505358341106572	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
BICD2	Q8TD16		hsa-miR-126-5p	0.505280756902228	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
TET2	Q6N021		hsa-miR-126-5p	0.503947530140193	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
PRDM8	Q9NQV8		hsa-miR-126-5p	0.503685770615975	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MirTar2|mirzag|PACCMIT
ARL13B	Q3SXY8		hsa-miR-126-5p	0.503380299254308	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
PTPN11	Q06124		hsa-miR-126-5p	0.503358188533367	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT|RNA22
PTGS2	P35354		hsa-miR-126-5p	0.502553624893285	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
WASHC4	Q2M389		hsa-miR-126-5p	0.502184602950933	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
PPFIA2	O75334		hsa-miR-126-5p	0.501155472481432	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SEMA6D	Q8NFY4		hsa-miR-126-5p	0.50043479188057	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
MBLAC2	Q68D91		hsa-miR-126-5p	0.499816166438807	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
ZNF33B	Q06732		hsa-miR-126-5p	0.499530284373254	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
C2CD4A	Q8NCU7		hsa-miR-126-5p	0.498598640893409	6	High	DIANA|MBStar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
GPR85	P60893		hsa-miR-126-5p	0.498550362590735	8	High	Cupid|DIANA|MBStar|miranda_May_2021|MirTar2|mirzag|PACCMIT|RNA22
MAP9	Q49MG5		hsa-miR-126-5p	0.498410448856903	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
LOX	P28300		hsa-miR-126-5p	0.497394689520842	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
NSL1	Q96IY1		hsa-miR-126-5p	0.496172779695772	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
PHLPP1	O60346		hsa-miR-126-5p	0.495994941820726	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
PDCL	Q13371		hsa-miR-126-5p	0.495909582069973	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag
ARID2	Q68CP9		hsa-miR-126-5p	0.494732871467273	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CDK13	Q14004		hsa-miR-126-5p	0.49454487842268	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
PTPN12	Q05209		hsa-miR-126-5p	0.494407395656105	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
SLC25A24	Q6NUK1		hsa-miR-126-5p	0.494038216689675	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
FBXO6	Q9NRD1		hsa-miR-126-5p	0.493604868369283	6	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2
NHLRC2	Q8NBF2		hsa-miR-126-5p	0.493089293594121	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
C8orf34	Q49A92		hsa-miR-126-5p	0.492634445983595	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
SLC6A2	P23975		hsa-miR-126-5p	0.492261437903711	6	High	DIANA|MBStar|MirAncesTar|MirSNPInTarget|MirTar2|mirzag
USP14	P54578		hsa-miR-126-5p	0.491996053104864	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
TMEM26	Q6ZUK4		hsa-miR-126-5p	0.491724465730317	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
TSHZ1	Q6ZSZ6		hsa-miR-126-5p	0.490926954964553	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
SLC2A13	Q96QE2		hsa-miR-126-5p	0.490490197596865	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
ZNF148	Q9UQR1		hsa-miR-126-5p	0.489780779554292	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
FAT3	Q8TDW7		hsa-miR-126-5p	0.489562499717616	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
F9	P00740		hsa-miR-126-5p	0.488826834754987	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
VPS13C	Q709C8		hsa-miR-126-5p	0.488808055060372	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
TGFBR1	P36897		hsa-miR-126-5p	0.488740636642328	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
PAN3	Q58A45		hsa-miR-126-5p	0.488527895840104	11	High	bitargeting_May_2021|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|RNA22
HOMEZ	Q8IX15		hsa-miR-126-5p	0.488150659451771	7	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
FOXN3	O00409		hsa-miR-126-5p	0.487989083933076	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|RNA22
SPRED1	Q7Z699		hsa-miR-126-5p	0.487824976963422	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
PDGFD	Q9GZP0		hsa-miR-126-5p	0.487594921701453	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
RALGPS1	Q5JS13		hsa-miR-126-5p	0.487454690190192	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MirTar2|mirzag|PACCMIT
AP1G1	O43747		hsa-miR-126-5p	0.486804697870684	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
GARRE1	O15063		hsa-miR-126-5p	0.48654393929935	8	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
DENND6A	Q8IWF6		hsa-miR-126-5p	0.486346973376248	11	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
YIPF6	Q96EC8		hsa-miR-126-5p	0.48604877203473	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
TMEM237	Q96Q45		hsa-miR-126-5p	0.485793116625369	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirTar2|mirzag|PACCMIT
IKZF2	Q9UKS7		hsa-miR-126-5p	0.485207174481467	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
CLEC12B	Q2HXU8		hsa-miR-126-5p	0.485054512365322	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
CHMP5	Q9NZZ3		hsa-miR-126-5p	0.484848562598771	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ZFHX4	Q86UP3		hsa-miR-126-5p	0.484833137011502	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
RGR	P47804		hsa-miR-126-5p	0.483841668328491	7	High	DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
FAM168A	Q92567		hsa-miR-126-5p	0.483579635265829	5	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
CPEB4	Q17RY0		hsa-miR-126-5p	0.483345472970262	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2
NUAK1	O60285		hsa-miR-126-5p	0.483197001040133	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
AGPS	O00116		hsa-miR-126-5p	0.482430100335463	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
DLG1	Q12959		hsa-miR-126-5p	0.482275118828755	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
CHST11	Q9NPF2		hsa-miR-126-5p	0.481709250115914	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
SGCB	Q16585		hsa-miR-126-5p	0.481705417290364	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
EYA4	O95677		hsa-miR-126-5p	0.480942238087793	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
REV3L	O60673		hsa-miR-126-5p	0.48091724240033	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|PACCMIT
C18orf32	Q8TCD1		hsa-miR-126-5p	0.479333339199094	11	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PITA_May_2021
HSD11B1	P28845		hsa-miR-126-5p	0.479317051122356	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
RIMS1	Q86UR5		hsa-miR-126-5p	0.479192445470472	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
MAN1A1	P33908		hsa-miR-126-5p	0.479040047892214	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SREK1IP1	Q8N9Q2		hsa-miR-126-5p	0.478978766685334	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
TET1	Q8NFU7		hsa-miR-126-5p	0.478166179541428	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
TEP1	Q99973		hsa-miR-126-5p	0.477229946958056	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
HMGB1	P09429		hsa-miR-126-5p	0.477228838986726	8	High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT
TCF12	Q99081		hsa-miR-126-5p	0.476646435766899	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
ADGRL3	Q9HAR2		hsa-miR-126-5p	0.476587703955807	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirTar2|mirzag|PACCMIT
AMFR	Q9UKV5		hsa-miR-126-5p	0.476586854250677	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2
MIA2	Q96PC5		hsa-miR-126-5p	0.476581133434786	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
AIMP1	Q12904		hsa-miR-126-5p	0.475978724967972	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
VPS13A	Q96RL7		hsa-miR-126-5p	0.475656576982175	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CCDC88A	Q3V6T2		hsa-miR-126-5p	0.475047811396449	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|mirzag
RAB30	Q15771		hsa-miR-126-5p	0.474942993929824	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
MBOAT1	Q6ZNC8		hsa-miR-126-5p	0.474876190865184	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
PEX5L	Q8IYB4		hsa-miR-126-5p	0.474864823946042	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
ATP2B1	P20020		hsa-miR-126-5p	0.474522155235305	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag|PACCMIT|RNA22
ROCK1	Q13464		hsa-miR-126-5p	0.474426228485979	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
BMPR1B	O00238		hsa-miR-126-5p	0.474340692352662	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
AP3B1	O00203		hsa-miR-126-5p	0.474163577474451	7	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
TNC	P24821		hsa-miR-126-5p	0.47354020131678	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
CUL2	Q13617		hsa-miR-126-5p	0.4733162276335	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
NRXN3	Q9HDB5		hsa-miR-126-5p	0.473299578180249	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ADAMTS6	Q9UKP5		hsa-miR-126-5p	0.473207545328547	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CHST7	Q9NS84		hsa-miR-126-5p	0.473196555888771	6	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
PAK2	Q13177		hsa-miR-126-5p	0.472936842680117	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT|RNA22
U2SURP	O15042		hsa-miR-126-5p	0.47284892592413	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
RCOR1	Q9UKL0		hsa-miR-126-5p	0.471671036105299	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT|RNA22
FGFR2	P21802		hsa-miR-126-5p	0.471209805723495	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|mirzag|PACCMIT
WFDC13	Q8IUB5		hsa-miR-126-5p	0.470752639018823	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
SRD5A3	Q9H8P0		hsa-miR-126-5p	0.470391367410442	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
LONRF2	Q1L5Z9		hsa-miR-126-5p	0.470310282479659	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
RFX3	P48380		hsa-miR-126-5p	0.469996556445023	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
FAM111A	Q96PZ2		hsa-miR-126-5p	0.469833530991827	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
POC1B-GALNT4			hsa-miR-126-5p	0.469567653044129	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
POFUT1	Q9H488		hsa-miR-126-5p	0.468994195765534	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
RFTN2	Q52LD8		hsa-miR-126-5p	0.46872928633797	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
SLC35A3	Q9Y2D2		hsa-miR-126-5p	0.468690430701587	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
HOXB6	P17509		hsa-miR-126-5p	0.46845069793861	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag
ERO1A	Q96HE7		hsa-miR-126-5p	0.467387908306849	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
DCLK3	Q9C098		hsa-miR-126-5p	0.466115554083675	8	High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
PTPRD	P23468		hsa-miR-126-5p	0.465908042933967	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|RNA22
SSX2IP	Q9Y2D8		hsa-miR-126-5p	0.465814735493383	9	High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
ENOX2	Q16206		hsa-miR-126-5p	0.46532636287517	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
KPNA4	O00629		hsa-miR-126-5p	0.465325109471173	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
NPAS2	Q99743		hsa-miR-126-5p	0.464303677362021	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
LYPLA1	O75608		hsa-miR-126-5p	0.463917405635537	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
ABCD3	P28288		hsa-miR-126-5p	0.463585295571985	9	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
LRCH2	Q5VUJ6		hsa-miR-126-5p	0.462987847357455	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
NCAN	O14594		hsa-miR-126-5p	0.462747056012374	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
TMEM63B	Q5T3F8		hsa-miR-126-5p	0.462725831887551	8	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|PACCMIT
MEX3B	Q6ZN04		hsa-miR-126-5p	0.461945538954719	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
GALNT4	Q8N4A0		hsa-miR-126-5p	0.461575236013525	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
FLT4	P35916		hsa-miR-126-5p	0.461407350243239	6	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|PACCMIT
LARP4	Q71RC2		hsa-miR-126-5p	0.461282552622757	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT
KCNN3	Q9UGI6		hsa-miR-126-5p	0.460742099622954	7	High	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
SRFBP1	Q8NEF9		hsa-miR-126-5p	0.460394276059318	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
PHC3	Q8NDX5		hsa-miR-126-5p	0.459951490643771	10	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
MARCKS	P29966		hsa-miR-126-5p	0.459916486159938	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
HECW2	Q9P2P5		hsa-miR-126-5p	0.459630945995545	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
GRIN2A	Q12879		hsa-miR-126-5p	0.459599871556927	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
CBFB	Q13951		hsa-miR-126-5p	0.459390028869266	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
VAPA	Q9P0L0		hsa-miR-126-5p	0.458766898347457	10	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
CHD1L	Q86WJ1		hsa-miR-126-5p	0.458737939718582	8	High	DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|PACCMIT
GHR	P10912		hsa-miR-126-5p	0.458566079649398	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
VCPIP1	Q96JH7		hsa-miR-126-5p	0.45854815647554	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
